Tag,Question ID,Title,Creation Date,Answer Count,View Count,Score
java;arrays;string;indexoutofboundsexception,70980197,java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1 error is being received and cannot confirm why,1643935266,1,12408,0
java;windows;maven,11118237,Maven error: Could not find or load main class org.codehaus.plexus.classworlds.launcher.Launcher,1340190506,35,340632,145
java;postgresql;jdbc,77668924,java.lang.ClassNotFoundException: org.postgresql.Driver but CLASSPATH has jar file directory,1702676085,0,43,-1
java;spring;spring-boot;spring-mvc;google-cloud-platform,77670796,"Getting BeanCreationException on one of the class which is denoted with @Component, when trying to open the deployed springboot based web application",1702727627,0,69,-2
java;selenium-webdriver,57231138,java.lang.IllegalArgumentException: Keys to send should be a not null CharSequence,1564222423,3,8826,0
javascript;java;flutter;firebase;google-cloud-firestore,77657445,"Firebase Unhandle Exception PlatformException(null-error, Host platform returned null value for non-null return value., null, null)",1702519831,2,66,-1
java;jersey-2.0,45585665,JERSEY : Error Trace : java.lang.IllegalStateException: Entity input stream has already been closed,1502267994,1,9351,3
javascript;java;reactjs;spring-boot;mustache,77633164,Spring boot error : Loading module from “http://localhost:8080/index.js” was blocked because of a disallowed MIME type (“application/json”),1702162661,1,58,-2
java;spring-boot;docker;keycloak,77652478,Error: connect ECONNREFUSED 8080 keycloak with spring boot,1702460513,1,97,-2
java;android;flutter;android-studio,77670898,Error in Android Studio when building bundle: &quot;Task :app:mapDebugSourceSetPaths FAILED&quot;,1702729606,0,14,0
java;maven;spring-mvc;spring-security;thymeleaf,28698031,Spring-mvc + Spring-Security + Thymeleaf - Error Resolving Template,1424787135,3,12194,1
java;spring;spring-boot;exception;controller-advice,72477541,ExceptionHandler doesn&#39;t catch HandlerInterceptor exception if endpoint path is unknown,1654178530,2,448,0
java;android;postgresql,77670305,I have an error when creating a Connection in android studio,1702716188,0,21,0
java;eclipse;selenium-webdriver;selenium-java,77670025,Trying to run simple test with Selenium with JUnit fails with connect error,1702708716,0,24,0
java;intellij-idea,67098514,java: error: release version 17 not supported,1618431285,22,158379,62
java;drools,77667957,Java 17 Drools - NullPointerException: : Cannot invoke &quot;org.drools.compiler.compiler.Dialect.getId()&quot; only happening on kubernetes,1702661980,0,48,1
java;spring-mvc;websphere,77669195,JNI error while running on Web Sphere Application server,1702680976,0,14,1
java;spring;spring-boot,77668619,Error in Spring Boot application: &quot;No variable named partyId found!&quot; when trying to create a new Party,1702671154,0,28,-1
java;eclipse;gradle;minecraft;minecraft-forge,77662954,Minecraft Modding - FileNotFoundException when setting up wokspace,1702586293,0,95,0
java;android;google-play-services,71914259,Adding Google Play to Unity Project -&gt; java.lang.ClassNotFoundException: com.google.android.gms.games.PlayGames,1650298346,1,1004,6
java;spring;spring-boot;netflix-eureka,61884617,BeanCreationException: Error creating bean with name &#39;simpleMeterRegistry&#39; is thrown on adding eureka server to spring boot Applicatio,1589869911,1,9260,2
java;apache-kafka;apache-flink,77667414,Flink-connector-kafka giving Caused by: java.lang.NoClassDefFoundError: Could not initialize class org.apache.kafka.clients.admin.AdminClientConfig,1702655855,1,23,-1
java;executable,77667235,&quot;Error: Could not find or load main class bin.Main&quot;,1702653752,1,33,-2
java;record;lambda-metafactory,77662485,java.lang.invoke.LambdaConversionException: Incorrect number of parameters for instance method invokeVirtual,1702579990,1,51,2
java;jmeter,77667014,"how to fix &quot;CannotResolveClassException: node&quot; Error in JMETER 5.5, suggest please",1702651314,1,18,-1
java;spring-boot;tomcat;java-21,77654837,Upgrade to version SpringBoot3.2 appear HttpMessageNotReadableException,1702482199,1,50,0
java;eclipse;jsp;tomcat8.5,72434707,JSP - Java error: Only a type can be imported. main.Config resolves to a package,1653915395,1,231,0
java;hibernate;jpa,18160394,org.hibernate.QueryException: Not all named parameters have been set:[],1376125717,2,21626,5
java;eclipse;eclipse-plugin,26216142,NumberFormatException on eclipse start,1412598113,3,1883,2
java;spring;bazel,77665527,Java application fails with NoClassDefFoundError for org.springframework.boot.autoconfigure.web.ServerProperties on Windows,1702634696,0,73,1
java;hibernate;jpa,18160394,org.hibernate.QueryException: Not all named parameters have been set:[],1376125717,2,21626,5
java;eclipse;eclipse-plugin,26216142,NumberFormatException on eclipse start,1412598113,3,1883,2
java;spring;bazel,77665527,Java application fails with NoClassDefFoundError for org.springframework.boot.autoconfigure.web.ServerProperties on Windows,1702634696,0,73,1
java;spring-boot;jvm;inputstream;java-io,77659360,Out of memory error java heap space using IOUtils.copyLarge . How can I fix this?,1702548971,1,102,0
java,77666334,"it give me NumberFormatException even though input is just pure numbers,",1702644212,0,31,-1
java;gradle;kotlin;spek,49368490,&quot;Unresolved reference:&quot; errors with testCompile,1521478817,2,1743,0
java;jax-ws,77665805,javax.xml.ws Service NullPointerException when project is packaged in JAR file,1702637717,0,15,0
java;input;knapsack-problem,46688113,Exception in thread &quot;main&quot; java.lang.NumberFormatException: For input string:,1507724516,2,29290,1
java;hibernate;concurrentmodification,77665902,Hibernate throwing ConcurrentModificationException on bidirectional mapping,1702638875,0,14,0
java;spring;spring-boot;heroku;heroku-postgres,70352949,Error creating bean with name &#39;dataSourceScriptDatabaseInitializer&#39; defined in class path resource,1639502045,2,16745,2
java;selenium-webdriver;google-chrome-devtools;devtools,77660208,Build error: java: cannot access org.openqa.selenium.HasDownloads,1702557462,2,97,0
java;exception,44963634,NavigableMap.firstKey throwing unwanted NoSuchElementException,1499407704,3,153,-2
java;hadoop;mapreduce;hive,32266961,"Hive Error : FAILED: Execution Error, return code 2 from org.apache.hadoop.hive.ql.exec.mr.MapRedTask",1440751694,1,16138,0
java;android;dependencies;build.gradle,77664916,error while running build android app using java it might be because of implementation (&quot;com.a:androidnetworking:1.0.5&quot;),1702626763,0,17,0
java;spring-boot;spring-boot-test;spring-el;spring-boot-starter,77658990,SpelEvaluationException: EL1005E: Type cannot be found in Springboot 3.2.0,1702545566,1,65,0
java;jdbc;oracle10g;protocols,18457516,Protocol violation exception in Java application,1377580791,2,18313,1
java;r;jvm;rstudio;xlconnect,77661464,&quot;Error: OutOfMemoryError (Java): Java heap space&quot; when loading a small file with XLConnect,1702569371,1,36,0
java;minecraft-forge,63460511,How do I fix Error: could not create the Java VM?,1597713039,3,12898,0
java;android;retrofit,33979694,java.lang.IllegalArgumentException: Unable to create call adapter for interface retrofit.Call,1448774672,2,4109,4
java;spring-boot;featuretoggle;maven-unleash-plugin,73050649,Unleash - BeanCreationException: Error creating bean with name &#39;unleashConfig&#39;,1658315654,2,713,0
java;unit-testing;testing;junit;mockito,77663473,JUnit to catch IOException getResourceAsStream() while loading properties file,1702594624,0,29,-2
java;spring;rest,51014320,Spring: Type definition error when posting a new object using a REST service,1529877565,4,42560,13
java;spring-boot;maven,77625443,Getting this error while runing mvn install,1702026130,1,38,0
java;arrays;out-of-memory;java-11,77630435,Understanding numbers given in OutOfMemoryError: Required array length,1702105428,2,123,-1
java;spring-boot;utf-8;spring-webclient;400-bad-request,77662832,How to get responseBody from WebClientResponseException?,1702584810,0,45,1
java;grpc;grpc-java,60968250,"I use gRPC to generate java code &#39;@javax.annotation.Generated&#39; and it reports &#39;Error:(20,18) java: cannot find symbol&#39;. How to solve it？",1585735103,4,9429,10
java;html;spring;spring-boot,77662347,"Request method &#39;POST&#39; is not supported, whitescreen error",1702578437,0,50,0
java;exception;spring-integration;throw;exceptionhandler,77661685,Spring integration: exception is not thrown to error channel,1702571541,1,27,0
java;spring;hibernate;spring-mvc;hibernate-mapping,69233976,You have an error in your SQL syntax check the manual that corresponds to your MariaDB server version for the right syntax to use,1631962421,0,448,0
java;groovy;junit,77661098,Failed to execute goal org.codehaus.gmavenplus:gmavenplus-plugin:1.9.0:compile (default) on project: Error occurred while calling a method,1702566193,0,24,0
java;spring-boot;spring-data-jpa;java-module,77578168,Error &quot;module not found: jakarta.cdi&quot; when using module-info.java in a Spring boot 3 project,1701344541,1,56,0
java;spring;spring-boot;thymeleaf,53931323,Spring Boot Exception evaluating SpringEL expression,1545822988,3,10005,0
java;json;elasticsearch,77134708,jakarta.json.stream.JsonParsingException when retrieving data from Elasticsearch,1695127843,0,100,2
java;exception;servlets;jstl;jsp-tags,3757396,javax.servlet.jsp.JspTagException: &#39;begin&#39; &lt; 0,1285044624,2,10749,2
java;sql-server;sql-server-2012;windows-firewall,77659206,SQLserver connection error using name instance,1702547663,1,47,0
java;web-services;wsdl;cxf;travelport-api,35961224,javax.xml.ws.WebServiceException when invoking WSDL service,1457805032,2,25052,1
java;mysql;hibernate;maven;xampp,76324122,Hibernate: &quot;Reading schema error: Error while reading column meta data for mysql.user,1684935196,1,69,1
java;flutter,77658545,Can&#39;t build flutter app on android Error while evaluating property &#39;filteredArgumentsMap&#39; of task &#39;:app:compileDebugKotlin&#39;,1702540646,0,64,0
java,77657411,The case of JAVA classes causes errors,1702518937,1,76,-2
java;spring-boot;unit-testing;junit,57799040,org.mockito.exceptions.misusing.WrongTypeOfReturnValue:,1567662037,1,12776,1
java;spring-boot;gradle;lombok;java-17,69184925,Gradle 7.2 Java 17 Build issue java.lang.NullPointerException: Cannot read field &quot;bindingsWhenTrue&quot; because &quot;currentBindings&quot; is null,1631656584,1,15411,22
java;minecraft-forge,77657089,Cannot resolve symbol &#39;player&#39; error when coding a mc mod,1702510941,0,18,0
java;r;rstudio;rjava;macos-high-sierra,30738974,rJava load error in RStudio/R after &quot;upgrading&quot; to OSX Yosemite,1433871208,19,81623,125
java;spring;spring-boot;apache-kafka;spring-kafka,77640665,Test with @EmbeddedKafka fails with a TimeoutException while creating the EmbeddedKafka broker,1702308764,1,38,0
java;spring-boot;thingsboard;java-12,77656566,"build fail , &quot;&#39;com.sun.tools.javac.tree.JCTree qualid&#39;&quot; error occur",1702502065,0,106,0
java;web-push,77655720,InvalidKeySpecException in webpush-java when deploying multiple wars,1702490946,0,15,-2
java;spring-boot;enums,77655973,Spring boot Enum Multiple &#39;as-value&#39; properties defined error,1702493852,0,26,0
java;spring-boot;rest;jackson;jackson-dataformat-xml,77655898,HttpMessageNotWritableException: Could not write JSON: ToXMLGenerator write Json problem,1702493078,0,13,-1
java;spring-boot;wildfly,77652422,Failed to define class org.springframework.web.servlet.tags.form.AbstractHtmlElementTag error during migration from WildFly 23 to WildFly 30,1702460075,1,25,0
java;spring;spring-boot;migration;spring-framework-beans,77655431,ClassNotFoundException: org.springframework.transaction.ConfigurableTransactionManager after Spring Boot migration 2.X to 3.X,1702487710,0,157,1
java;noclassdeffounderror;apache-commons-text,53459184,java.lang.NoClassDefFoundError: Could not initialize class org.apache.commons.text.StringEscapeUtils,1543069829,1,7574,3
java,77655375,Exception in thread &quot;main&quot; java.util.NoSuchElementException: No line found - java.util.Scanner.nextLine(Scanner.java:1651),1702487145,0,53,0
java;sql-server;spring-boot;jpa;sts,77655103,STS Error as Login failed. The login is from an untrusted domain and cannot be used with Windows authentication,1702484566,0,17,0
java;google-cloud-dataflow;apache-beam;apache-beam-io,77655019,org.apache.beam.sdk.util.UserCodeException: java.lang.IllegalArgumentException: No filesystem found for scheme gs,1702483782,0,47,0
java;kotlin;gradle,77415212,Gradle init example has the error of &quot;java.lang.ClassNotFoundException: javaslang.λ&quot;,1699000841,1,247,3
java;elasticsearch;kibana;logback,77654230,"ES log loading error...... (Springboot - elastic,kibana) I&#39;m really going crazy",1702476827,0,32,0
java;angular;spring;request;response,77653989,POST 406 (Not Acceptable) ERROR when returning List&lt;String&gt; from backend,1702474396,0,25,0
java;error-handling;microsoft-graph-api;microsoft-graph-sdks,70302361,How to get error using the Microsoft Api Graph using the Java SDK,1639128661,2,204,0
java;spring;spring-boot;swagger;springfox,62754998,"Whitelabel Error Page Swagger, This application has no explicit mapping for /error, so you are seeing this as a fallback swagger2:3.0.0-SNAPSHOT",1594034658,4,22262,8
java;tomcat;spring-boot,48564452,Avoid logs full of java.io.IOException: Broken pipe,1517493340,1,9014,12
java;spring;spring-boot;jpa;spring-data,77651669,Spring Boot: Exception: org.springframework.beans.factory.UnsatisfiedDependencyException,1702451526,1,53,-1
java;maven;intellij-idea;jackson;yaml,77647345,Jackson YAML Error: TSFBuilder class not found,1702395930,1,18,0
java;jasper-reports;glassfish-3,12952960,JasperReports: Getting java.lang.IllegalArgumentException: name,1350557521,2,4309,2
java;spring-boot;url;decoding;x-www-form-urlencoded,77641354,How to handle/suppress Spring Boot DispatcherServlet exceptions related to URLDecoder,1702315913,1,41,0
java;spring-boot;model-view-controller;thymeleaf,77642038,Getting Internal Server Error during template parsing. What&#39;s happening?,1702323877,1,41,0
java;android;junit;mockito;android-mvp,47276920,"Mockito Error : However, there was exactly 1 interaction with this mock",1510628033,2,20901,4
java;spring;hibernate;spring-data-jpa;spring-boot-actuator,75558259,org.springframework.beans.factory.UnsatisfiedDependencyException. Message: Error creating bean with name &#39;webMvcMetricsFilter&#39; defined in class,1677251834,2,9378,1
java;jasper-reports,62080683,Im getting Class net.sf.jasperreports.engine.query.PlSqlQueryExecuterFactory not found exception while trying to generate Jasper Report,1590736759,1,164,1
java;spring-boot;aws-serverless;aws-batch;aws-lambda-containers,77651625,Getting &quot;ExceptionInInitializerError &quot; while running AWS Lambda using &quot;aws-serverless-java-container&quot; within my Lambda handler,1702450687,0,14,0
java;mongodb;ssl;keystore,29565136,Mongo SSL with Java Exception sending message,1428679395,3,17186,4
java;spring;spring-mvc;spring-roo,13649015,Error in Java Import statement &quot;The import javax.validation.constraints.NotNull cannot be resolved&quot;,1354292477,15,138806,54
javascript;java;camunda;formsflow.ai;formsflow,77625444,Workflows process of sending an email show an error at the the &#39;Task update application status&#39; and the &#39;End event&#39;,1702026136,0,19,-1
java;web-services;wsdl;jax-ws;wsimport,18761597,Java Web Service error: com.ctc.wstx.exc.WstxEOFException: Unexpected EOF in prolog,1378981220,10,96921,19
java;postgresql;quarkus,72898457,io.quarkus.builder.BuildException: Build failure: Build failed due to errors,1657199532,2,8393,2
java;vscode-extensions,77648100,Oracle Java Platform Extension for Visual Studio Code : &quot;Oracle Java SE Language Server not enabled!&quot; error message,1702403192,0,27,0
java;sqlite;database-connection,62028701,sqlite cannot connect to database error: java.lang.UnsatisfiedLinkError: org.sqlite.core.NativeDB._open_utf8([BI)V,1590516874,3,3757,1
java;smtp;jakarta-mail,22260110,What could be causing SMTPSenderFailedException: 501 5.1.7 Invalid address using java mail?,1394224256,1,20129,0
java;spring-boot;mongodb-replica-set,77451817,MongoNotPrimaryException: Command failed with error 10107 (NotWritablePrimary): &#39;not primary&#39; - MongoDB Replica Set - Reactive Mongo Repository,1699520971,0,174,0
java;eclipse;windows-10;64-bit,44477763,Launch error: could not create the Java virtual machine. A fatal exception has occurred,1497126541,2,9616,1
java;spring;hibernate,33854225,Caused by: java.lang.IllegalStateException: Ambiguous mapping found. Cannot map &#39;appController&#39; bean method,1448191579,9,97185,32
java;jdbc;ucanaccess,34214108,UCanAccess Initializer Error (compile/run without IDE),1449792791,2,1988,1
java;spring-boot;junit,75992699,Junit test case causing JsonIOException for java.time.ZonedDateTime#dateTime,1681282531,1,186,0
java;spring-boot;junit,75992699,Junit test case causing JsonIOException for java.time.ZonedDateTime#dateTime,1681282531,1,186,0
java;android;android-studio;indexoutofboundsexception,75335792,Android app IndexOutOfBoundsException on PackedIntVector,1675427552,1,273,3
java;javafx,77648044,Trying to use JavaFX on VScode and it keeps giving me an error,1702402665,0,33,0
java;android;gradle;package,77640737,After Android Studio and Gradle plugin update error: package android.support.test does not exist,1702309542,1,55,-1
java;spring-boot,50353774,Caused by: com.fasterxml.jackson.core.JsonParseException: Unexpected character (&#39;&#39;&#39; (code 39)):,1526397376,0,2347,2
java;while-loop;console-application;java.util.scanner;nosuchelementexception,77647790,NoSuchElementException when using Java.Util.Scanner in console app,1702400092,0,31,0
java;exception;upgrade;illegalargumentexception;dom4j,77605009,&quot;java.lang.IllegalArgumentException: Illegal character in name 11474&quot; error after upgrading dom4j to 2.1.3 from 1.5.2,1701767812,1,28,0
java;java-process-runtime,70609906,process.waitFor() throws IllegalThreadStateException,1641484738,2,825,1
java;xml;java-8;ssl-certificate;soapui,77645357,java.net.ConnectException: Connection timed out: connect,1702377109,0,79,-1
java;list;stream,71023262,Getting an error while trying to map a list of objects,1644256971,2,894,0
java;spring-boot;solr,42576199,solr exception Expected mime type application/octet-stream but got text/html,1488536294,2,9667,4
java;arrays;arraylist,77639863,"Question about error in solution for Leetcode 217: Contains Duplicate (Java), using ArrayList",1702300582,2,72,-2
java;database;spring-boot;jpa,77645817,Caused by: java.lang.IllegalArgumentException: Can not set KacopnjtypeCode to Dacopnj.acopnjtype,1702381307,0,11,0
java;drools;kie,65080871,drools rule compilation error only a type can be imported. resolves to a package,1606768858,1,1156,1
java;jax-ws;jakarta-migration,77643823,java.lang.NullPointerException: Cannot read field &quot;nsUri&quot; because &quot;this.soapVersion&quot; is null,1702358141,0,26,-2
java;spring;jobrunr,77641355,JobRunr integration with JonRunnr causing SQLTransientConnectionException and connection refused error,1702315916,0,21,0
java;spring;spring-boot,77644254,Error creating bean with name &#39;dataSource&#39; when trying to run artifact,1702365100,1,48,-1
java;spring;spring-boot;docker,77644166,java.lang.IllegalArgumentException: Could not resolve placeholder on Docker container,1702363966,1,75,0
java;maven;apache-commons,48745665,Dependency missing? java.lang.NoSuchMethodError,1518435656,2,10077,2
java;hibernate;jpa,77080651,Hibernate 6 migration - error SqmQualifiedJoin predicate referred to SqmRoot other than the join&#39;s root,1694426397,2,223,1
java;maven;module;version;java-module,77643845,How to solve &quot;error: bad value for --module-version option&quot;,1702358486,0,48,-1
java;android;android-studio,77643464,Android 34: Unable to decode stream: java.io.FileNotFoundException: /document/image:35: open failed: ENOENT (No such file or directory),1702350203,1,29,0
java;macos;intellij-idea;opengl;apple-m1,74444169,JOGL Exception- Can&#39;t load library /natives/macosx-universal/gluegen-rt,1668508528,1,296,1
java;android;gradle;android-gradle-plugin,42787524,Android Studio 2.3 error: &quot;Gradle sync failed: Cause: services.gradle.org&quot;,1489498555,4,28859,4
java;web-services,18294197,org.springframework.ws.soap.client.SoapFaultClientException: 400200,1376781410,1,9161,0
java;linux;jar,77643309,jar package close without error log in linux server,1702346947,0,13,0
java;maven,20218486,Unable to Build using MAVEN with ERROR - Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.1:compile,1385472753,9,346985,65
java;json;jackson,26716020,How to get a JsonProcessingException using Jackson,1415024003,13,110228,62
java;spring-boot;rest,77641152,&quot;Zip file closed&quot; error on Spring Boot 3.2.0 Rest API call for disabled endpoint,1702313488,0,42,0
java;spring;rest,42013087,MultipartException: Current request is not a multipart request,1486072681,15,217137,65
java;sql;eclipse;jar;bbj,77641411,Trouble loading a SQL driver from an external .jar file. ClassNotFoundException,1702316564,0,27,-1
java;spring;spring-mvc,77641007,Spring MVC &quot;java.lang.IllegalArgumentException: No variable named partyId found!&quot; when creating party,1702312188,0,29,0
java;jboss,77639391,Jboss SecurityVaultException - Jdk7u191,1702295807,1,28,0
java;web-services,77638509,IWAB0506E Error in Copying Axis Jar Files to Web Project,1702286051,0,119,0
java;spring-boot;validation;web-services;upgrade,77545551,Error &quot;IllegalStateException: No target Validator set&quot; after upgrade from Spring Boot 3.1.5 to 3.2.0,1700858028,1,394,-1
java;hibernate,37896398,Java hibernate throws Exception at boot,1466249173,5,5438,0
java;apache-poi,77640216,java.lang.NoSuchFieldError:org/openxmlformats/shemas/spreadsheetml/x2006/main/CTWorkbook.Factory,1702304256,0,15,0
java;nashorn;java-17,71647788,Getting java.lang.NoClassDefFoundError: jdk/dynalink/RelinkableCallSite with org.openjdk.nashorn but only on linux with java 17,1648472045,0,639,1
java;http;cookies,77639084,Java 11 HttpCookie.parse throws IllegalArgumentException when parsing cookies that contain JSON,1702292433,1,30,1
java;android;build.gradle;youtube-data-api;android-youtube-api,77640031,how do I fix youtube-api implementation causing error in gradle build?,1702302332,0,32,-3
java;android,38668689,Attempted to finish an input event but the input event receiver has already been disposed error,1469833765,1,10945,3
java;ehcache,77639940,Constructor threw exception; nested exception is java.lang.NoSuchMethodError: net.sf.ehcache.config.CacheConfiguration.&lt;init&gt;(Ljava/lang/String;I)V],1702301378,0,10,0
java;floating-point;double,77625876,Cannot convert from double to float Error,1702030885,3,68,0
java;spring;spring-boot;java-21,77635974,"Error &quot;Name for argument of type [java.util.UUID] not specified, and parameter name information not found in class file either&quot;with spring 3.2 upgrade",1702233249,2,277,1
java;web-services;saaj,38442507,Java client using SAAJ error: SEVERE: SAAJ0008: Bad Response; Unauthorized,1468862176,1,8764,1
java;database,77639641,ERROR 75144 [-nio-443-exec-7] o.s.boot.web.support.ErrorPageFilter,1702298240,0,15,0
java;spring-boot;maven,77626286,WebSocket Connection to &#39;path&#39; failed Error,1702035395,0,56,-1
java;maven;intellij-idea,77638902,Enums from imported maven libraries result in a compile error,1702290516,1,46,0
java;jboss;jbossfuse;jboss-eap-7,77638215,Error: Did not find the &lt;extensions&gt; element Error on Installing FUSE in JBossEAP 7.2,1702282485,1,39,2
java;maven;coordinate-systems;geotools;maven-shade-plugin,75335483,Geotools: Getting IllegalArgumentException: Argument &quot;ellipsoid&quot; should not be null after &quot;org.opengis.referncing.NoSuchAuthorityCodeException&quot; error,1675425869,1,151,1
java;spring-boot;jvm,74854570,Java production: java.lang.IndexOutOfBoundsException Unable to build SpringBoot project,1671474583,6,2326,5
java;exception,77637215,When to use or create Custom runtime exception and custom checked exception in java?,1702262169,0,16,-2
java;spring-boot;spring-security,73594972,Spring Security - Filter Chain Error - Error creating bean with name &#39;filterChain&#39; defined in class path resource,1662233719,2,8590,4
java;json;jsonexception,54627857,org.json.JSONException: Missing value at character 1,1549878898,1,9486,2
java;mysql;jdbc,20070494,com.mysql.jdbc.exceptions.jdbc4.MySQLIntegrityConstraintViolationException: Column &#39;hourId&#39; cannot be null,1384861029,4,24662,2
java;xml;xslt,77636186,Getting error when adding transformer.setparameter value in xslt and write to csv file,1702237784,0,23,-1
java;spring;spring-boot;spring-security;nullpointerexception,77635578,Spring Security Configuration Error - Null Pointer Exception for authenticationManager,1702226630,0,42,-1
java;generics,77630493,How to solve type mismatch error in Java when using generics with subclass mapping?,1702106851,2,95,1
java;spring;spring-mvc;openid,20487252,Caused by: org.springframework.beans.factory.BeanCreationException: Error creating bean with name &#39;(inner bean)#7&#39;: Instantiation of bean failed,1386655105,2,10886,0
java;eclipse;hibernate;annotations;mapping,16913225,Hibernate Mapping Error: MappingException: An AnnotationConfiguration instance,1370335030,2,12103,0
java;spring-boot;error-handling,77634865,How to Resolve? Error starting ApplicationContext. To display the condition evaluation report re-run your application with &#39;debug&#39; enabled,1702212842,1,51,0
java;exception,57002413,How to handle all the java.net exceptions in a single catch block?,1562917640,6,1661,2
java;mysql;jdbc,77631730,Error :Cannot delete or update a parent row: a foreign key constraint fails,1702134102,0,36,-3
java;spring;spring-boot;spring-mvc;tomcat,77634698,Tomcat 9 error with spring app: the requested resource [/registration] is not available,1702209662,0,32,0
java;spring;spring-boot,77633880,getting java.io.IOException: mark/reset not supported while using rest template,1702189854,0,38,0
java;selenium;jar;selenium-webdriver;dependencies,27437743,How to solve Exception in thread &quot;main&quot; java.lang.NoSuchFieldError: INSTANCE?,1418364049,3,9949,1
java;maven;selenium;testng;selenium-firefoxdriver,14935807,&quot;java.lang.Error: Unresolved compilation problems&quot; during execution Selenium tests with TestNG using Maven,1361188835,1,3363,1
java;java-web-start,22449097,AxisFault faultCode: {http://schemas.xmlsoap.org/soap/envelope/}Server.userException faultSubcode: faultString:,1395042416,1,11599,0
java;linux;flutter;ubuntu,76882205,Error: LinkageError occurred while loading main class com.android.sdklib.tool.sdkmanager.SdkManagerCli,1691745580,6,23250,18
